ขวดสารเคมีที่มีอยู่ในคลังฯ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
รหัสขวด,ชื่อสารเคมี,CAS / Catalogue No.,เกรด,ขนาดบรรจุ,ปริมาณคงเหลือ,หน่วยบรรจุ,ชื่อผู้เพิ่มขวด,เวลาเพิ่มขวด,,,,,,,,,,,,,,,,,,,,,,,,สถานที่จัดเก็บ,woner
F03101A5800126,Ammonium iron(II) sulfate hexahydrate,7783-85-9,RPE-ACS-for analysis,"1,000.00","1,000.00",กรัม,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800127,Iron (III) Chloride hexahydrate,10025-77-1,RPE-ACS-for analysis,"1,000.00","1,000.00",กรัม,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800128,iron(III) sulfate hydrate,15244-10-7,"purum p.a., ≥76.0% (RT)",250,150,กรัม,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800129,iron(III) sulfate hydrate,15244-10-7,RPE-For analysis,500,500,กรัม,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800130,Iron(III) chloride,7705-08-0,RPE-For analysis,"1,000.00",900,กรัม,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800131,Formic acid,64-18-6,"RPE-For analysis,85%","2,500.00","1,500.00",มิลลิลิตร,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800132,Formaldehyde,50-00-0,"RPE-For analysis,40%m/v","2,500.00","2,000.00",มิลลิลิตร,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800133,Formaldehyde,50-00-0,Analar,"2,500.00","2,500.00",มิลลิลิตร,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800134,Paraformaldehyde,30525-89-4,-,500,480,กรัม,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800135,Gelatin,9000-70-8,-,500,450,กรัม,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800137,Glass spheres,65997-17-3,for laboratory use,500,450,กรัม,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800138,Humic acid,1415-93-6,technical,10,5,กรัม,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800139,Humic acid,1415-93-6,technical,10,10,กรัม,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800140,Hexane,110-54-3,RPE-ACS-for analysis-Reag. Ph.Eur.,"1,000.00",300,มิลลิลิตร,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800141,Hexane,110-54-3,RPE-ACS-for analysis-Reag. Ph.Eur.,"1,000.00","1,000.00",มิลลิลิตร,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800142,Hexane,110-54-3,RPE-ACS-for analysis-Reag. Ph.Eur.,"2,500.00","2,500.00",มิลลิลิตร,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800143,Hydrochloric acid,7647-01-0,"36.5-38.0%, BAKER ANALYZED ACS Reagent Grade","2,500.00","2,500.00",มิลลิลิตร,นางอรทัย นาชิน,7/7/2015 14:33,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800144,Iron,7439-89-6,RPE-For analysis,"1,000.00",950,กรัม,นางอรทัย นาชิน,7/7/2015 14:52,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800145,iron(III) sulfate hydrate,15244-10-7,RPE-For analysis,500,500,กรัม,นางอรทัย นาชิน,7/7/2015 14:52,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800146,Iron (II) sulfate heptahydrate,7782-63-0,RPE-ACS For analysis,"1,000.00",950,กรัม,นางอรทัย นาชิน,7/7/2015 14:52,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800147,Isopropyl alcohol,67-63-0,RPE-ACS-for analysis-Reag. Ph.Eur.-Reag.,"2,500.00","2,000.00",มิลลิลิตร,นางอรทัย นาชิน,7/7/2015 14:52,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800148,L-(+)-Lactic acid,79-33-4,"RPH,ERBAPharm-According to pharmacopoeia: BP","2,500.00","2,000.00",มิลลิลิตร,นางอรทัย นาชิน,7/7/2015 14:52,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800149,L-(+)-Lactic acid,79-33-4,"RPH,ERBAPharm-According to pharmacopoeia: BP","1,000.00",600,มิลลิลิตร,นางอรทัย นาชิน,7/7/2015 14:52,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800150,Lactose,63-42-3,-,500,300,มิลลิลิตร,นางอรทัย นาชิน,7/7/2015 14:52,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800151,Magnesium sulfate heptahydrate,10034-99-8,RPE-ACS-for analysis-Reag. Ph.Eur.-Reag.,"1,000.00",500,กรัม,นางอรทัย นาชิน,8/7/2015 15:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800153,Magnesium oxide,1309-48-4,RPE-For analysis,100,50,กรัม,นางอรทัย นาชิน,8/7/2015 15:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800154,Magnesium oxide,1309-48-4,RPE-For analysis,100,100,กรัม,นางอรทัย นาชิน,8/7/2015 15:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800155,Magnesium oxide,1309-48-4,RPE-For analysis,100,100,กรัม,นางอรทัย นาชิน,8/7/2015 15:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800156,Magnesium oxide,1309-48-4,RPE-For analysis,100,100,กรัม,นางอรทัย นาชิน,8/7/2015 15:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800157,Magnesium chloride,7786-30-3,-,"1,000.00",850,กรัม,นางอรทัย นาชิน,8/7/2015 15:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800158,Magnesium chloride hexahydrate,7791-18-6,RPE-ACS-ISO-for analysis,"1,000.00",600,กรัม,นางอรทัย นาชิน,8/7/2015 15:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800160,Manganese(II) chloride,5/1/7773,-,"1,000.00",800,กรัม,นางอรทัย นาชิน,8/7/2015 15:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800161,Manganese (II) sulfate monohydrate,10034-96-5,RPE-ACS-for analysis,"1,000.00",700,กรัม,นางอรทัย นาชิน,8/7/2015 15:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800162,Manganese (II) sulfate monohydrate,10034-96-5,RPE-ACS-for analysis,"1,000.00","1,000.00",กรัม,นางอรทัย นาชิน,8/7/2015 15:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800163,Manganese (II) sulfate monohydrate,10034-96-5,RPE-ACS-for analysis,500,200,กรัม,นางอรทัย นาชิน,8/7/2015 15:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800164,Mercury bichloride,7487-94-7,RPE-ACS-ISO for analysis,250,248,กรัม,นางอรทัย นาชิน,9/7/2015 15:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800165,Mercury bichloride,7487-94-7,Commercial grade,500,500,กรัม,นางอรทัย นาชิน,9/7/2015 15:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800168,D-Maltose Monohydrate,6363-53-7,RPE-For analysis,250,200,กรัม,นางอรทัย นาชิน,9/7/2015 15:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800169,D-Maltose Monohydrate,6363-53-7,RPE-For analysis,250,250,กรัม,นางอรทัย นาชิน,9/7/2015 15:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800172,Methyl alcohol,67-56-1,RS-For HPLC-PLUS-Gradient Grade,"2,500.00","1,500.00",มิลลิลิตร,นางอรทัย นาชิน,9/7/2015 15:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800173,Methyl alcohol,67-56-1,analysis,"2,500.00","2,500.00",มิลลิลิตร,นางอรทัย นาชิน,9/7/2015 15:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800174,Methyl acetate,79-20-9,Baker Grade,500,100,มิลลิลิตร,นางอรทัย นาชิน,9/7/2015 15:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800175,Malt Extract,8002-48-0,-,500,500,กรัม,นางอรทัย นาชิน,9/7/2015 15:56,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800176,Methylene blue,61-73-4,Gurr Certistain for microscopical staining and reagent for molybdate,25,20,กรัม,นางอรทัย นาชิน,9/7/2015 16:03,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800177,Methyl red,493-52-7,RPE-ACS-for analysis-C.I. 13020,50,50,กรัม,นางอรทัย นาชิน,9/7/2015 16:03,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800178,Nickel(II) chloride Hexahydrate,7791-20-0,RPE-For analysis,250,200,กรัม,นางอรทัย นาชิน,9/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800179,Naphthalene,91-20-3,Scintillation grade,100,95,กรัม,นางอรทัย นาชิน,9/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800180,4-Nitrophenol,100-02-7,indicator,100,95,กรัม,นางอรทัย นาชิน,9/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800181,Olive oil,8001-25-0,-,450,450,มิลลิลิตร,นางอรทัย นาชิน,9/7/2015 16:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800182,Potassium chloride,7447-40-7,RPE-ACS-ISO-for analysis-Reag. Ph.Eur.-R,"1,000.00",300,กรัม,นางอรทัย นาชิน,14/7/2015 09:41,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800183,Potassium iodide,7681-11-0,RPE-For analysis-ACS,"1,000.00",950,กรัม,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800184,Potassium iodide,7681-11-0,RPE-For analysis-ACS,250,200,กรัม,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800185,Potassium iodide,7681-11-0,RPE-For analysis-ACS,250,250,กรัม,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800186,Potassium nitrate,7757-79-1,RPE-ACS-ISO-for analysis-Reag. Ph.Eur.-R,"1,000.00",500,กรัม,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800187,Potassium sulfate,7778-80-5,"meets analytical specification of Ph. Eur., 99-101%","1,000.00",500,กรัม,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800188,Potassium pyrosulfite,16731-55-8,"puriss. p.a., ≥96% (iodometric), powder","1,000.00","1,000.00",กรัม,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800189,Potassium dihydrogen  phosphate,7778-77-0,RPE-ACS-ISO-for analysis,"1,000.00",875,กรัม,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800190,Potassium sodium tartrate tetrahydrate,6381-59-5,RPE-ACS-ISO-for analysis,"1,000.00",700,กรัม,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800191,Potassium sodium tartrate tetrahydrate,6381-59-5,RPE-ACS-ISO-for analysis,"1,000.00","1,000.00",กรัม,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800192,Potassium dichromate,7778-50-9,RE-Puro,"1,000.00",950,กรัม,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800194,Potassium permanganate,7722-64-7,-,500,500,กรัม,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800195,Phenol,108-95-2,-,"1,000.00",800,กรัม,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800196,Propyl alcohol,71-23-8,"purum, ≥99.0% (GC)","1,000.00","1,000.00",มิลลิลิตร,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800197,Propyl alcohol,71-23-8,RPE-For analysis-Reag.Ph.Eur.,"2,500.00","2,500.00",มิลลิลิตร,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800198,Potassium acetate,127-08-2,-,"1,000.00","1,000.00",กรัม,นางอรทัย นาชิน,14/7/2015 10:11,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800199,Polyethylene glycol,25322-68-3,"average Mn 6,000","1,000.00",850,กรัม,นางอรทัย นาชิน,14/7/2015 10:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800200,Phenol Red,143-74-8,RPE-ACS-for analysis,5,5,กรัม,นางอรทัย นาชิน,14/7/2015 10:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800204,Sodium nitrate,7631-99-4,RPE-ACS-for analysis,"1,000.00",800,กรัม,นางอรทัย นาชิน,14/7/2015 10:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800205,Sodium tetraborate decahydrate,1303-96-4,RPE-ACS-for analysis,"1,000.00",950,กรัม,นางอรทัย นาชิน,14/7/2015 10:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800206,Sodium tetraborate decahydrate,1303-96-4,RPE-ACS-for analysis,"1,000.00",950,กรัม,นางอรทัย นาชิน,14/7/2015 10:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800207,Sodium lauryl sulfate,151-21-3,RS-For surfactants detection,250,200,กรัม,นางอรทัย นาชิน,14/7/2015 10:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800208,Sodium lauryl sulfate,151-21-3,RS-For surfactants detection,250,250,กรัม,นางอรทัย นาชิน,14/7/2015 10:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800211,Disodium hydrogen phosphate,7558-79-4,RPE-ACS-for analysis-Reag. Ph.Eur.-Reag.,"1,000.00",990,กรัม,นางอรทัย นาชิน,14/7/2015 10:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800212,Sodium sulfide nonahydrate,1313-84-4,RPE-For analysis-ACS,"1,000.00",500,กรัม,นางอรทัย นาชิน,14/7/2015 10:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800214,Sodium chloride,7647-14-5,RPE-For analysis-ACS,"1,000.00",500,กรัม,นางอรทัย นาชิน,14/7/2015 10:39,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800215,Sodium dihydrogen phosphate monohydrate,10049-21-5,RPE-ACS-for analysis-Reag. Ph.Eur.-Reag.,500,500,กรัม,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800216,Disodium hydrogen phosphate heptahydrate,7782-85-6,"puriss. p.a., ACS reagent, ≥99%","1,000.00",950,กรัม,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800217,Disodium hydrogen phosphate,7558-79-4,"anhydrous for analysis EMSURE® ACS,Reag. Ph Eur",500,500,กรัม,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800218,"Starch, soluble",9005-84-9,RPE-For analysis-Reag.Ph.Eur.,250,150,กรัม,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800219,"Starch, soluble",9005-84-9,RPE-For analysis-Reag.Ph.Eur.,250,250,กรัม,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800220,"Starch, soluble",9005-84-9,RPE-For analysis-Reag.Ph.Eur.,"1,000.00","1,000.00",กรัม,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800221,"Starch, soluble",9005-84-9,Synthesis grade,500,500,กรัม,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800222,Silicone oil,63148-62-9,-,"1,000.00",800,มิลลิลิตร,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800223,Silicone oil,63148-62-9,-,"1,000.00",800,มิลลิลิตร,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800224,Silicon carbide,409-21-2,-,200,195,กรัม,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800225,Silicon carbide,409-21-2,-,200,200,กรัม,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800226,Sodium molybdate-2-hydrate,10102-40-6,-,500,500,กรัม,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800227,Sodium hydrogen phosphate dihydrate,10028-24-7,AnalaR,500,400,กรัม,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A5800228,Sulfanilamide,63-74-1,RPH -According to phamacopoeia:Ph.Franc,250,250,กรัม,นางอรทัย นาชิน,14/7/2015 15:50,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A6400002,Ethyl alcohol,64-17-5,"Lab grade, 95.41%",18,15,ลิตร,นายนพดล พริ้งเพราะ,14/7/2021 18:15,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A6400003,Ethyl alcohol,64-17-5,"Lab grade, 95.41%",18,18,ลิตร,นายนพดล พริ้งเพราะ,14/7/2021 18:15,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A6600001,Ethyl alcohol,64-17-5,"95.96%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 16:35,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A6600002,Ethyl alcohol,64-17-5,"95.96%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 16:35,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A6600003,Ethyl alcohol,64-17-5,"95.96%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 16:35,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A6600004,Ethyl alcohol,64-17-5,"95.96%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 16:35,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101A6600005,Ethyl alcohol,64-17-5,"95.69%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 18:09,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101E6600001,Ethyl alcohol,64-17-5,"95.96%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 17:30,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101E6600002,Ethyl alcohol,64-17-5,"95.96%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 17:30,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101E6600003,Ethyl alcohol,64-17-5,"95.69%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 18:22,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03101E6600004,Ethyl alcohol,64-17-5,"95.69%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/9/2023 18:22,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03107A5800015,Ammonium fluoride,12125-01-8,RPE,250,250,กรัม,นางสมยง พิมพ์พรม,13/10/2015 14:59,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03107A5800023,Ammonium nitrate,6484-52-2,Reagent,500,200,กรัม,นางสมยง พิมพ์พรม,14/10/2015 13:49,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F03107A5800031,Boric acid,10043-35-3,RPE,"1,000.00","1,000.00",กรัม,นางสมยง พิมพ์พรม,14/10/2015 14:48,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
